"name","path","level","rarity","tooltip","restriction","acquisition"
"<span style='color: #1E90FF'>Unyielding Tower</span>","https://ucarecdn.com/2f529e74-10a6-4a4d-82a6-766b95b93224/BTNUnyielding2.png",180,"Relic / Olympian Relic","Increases Armor by 100, Health by 6000 and grants a 60% chance to block 10,000 auto-attack damage.<br><br><span style='color: #1E90FF'>Relic</span>",NA,"Champion's Armory"
"<span style='color: #1E90FF'>Ares' Bloodthirsty Spear</span>","https://ucarecdn.com/d6155494-bba0-4807-a0a4-ce93e9e92927/BTNAresSpear.png",200,"Relic / Olympian Relic","Increases Strength and Agility by 150, Intelligence by 5, Movement Speed by 125.<br><br><span style='color: #c3dbff'>Evasion V</span>—Gives a <span style='color: #FEBA0E'>25%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Eternal Hunger</span>—Continually lose <span style='color: #FEBA0E'>1%</span> Maximum Health per second. Regenerate the greater of <span style='color: #FEBA0E'>0.35%</span> Maximum Health or <span style='color: #FEBA0E'>5%</span> damage dealt on auto-attack. <span style='color: #c3dbff'>Eternal Hunger</span> cannot decrease your health below <span style='color: #FEBA0E'>5%</span> Maximum Health.<br><br><span style='color: #c3dbff'>Hunt or be Hunted</span>—Invoke Ares' spirit increasing auto-attack damage by <span style='color: #FEBA0E'>75%</span> and tripling the health regenerated by <span style='color: #c3dbff'>Eternal Hunger</span> for <span style='color: #FEBA0E'>10</span> seconds.<br><span style='color: #c3dbff'>Cooldown</span>: 30 seconds.<br><br><span style='color: #1E90FF'>Olympian Relic</span>",NA,"Master Metalsmith Heletes"
"<span style='color: #1E90FF'>Blazing Sword of Helios</span>","https://ucarecdn.com/3bdb4dab-9552-4e5c-8b99-3b8c894ee9b1/BTNBlazingSword.png",200,"Relic / Olympian Relic","Increases Strength and Agility by 150, Intelligence by 5, Attack Damage by 20%.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>4x</span> auto-attack damage. This ability stacks with similar effects.<br>Use: Grants Invulnerability for 1.25 seconds. Calls down 5 meteors from the god Helios, each inflicting between 500 and 5000 damage to all enemies in the area. Cooldown: 3 minutes.<br><br><span style='color: #1E90FF'>Olympian Relic</span>",NA,"Master Metalsmith Heletes"
"<span style='color: #1E90FF'>Immortal Armor of Hephaestus</span>","https://ucarecdn.com/848b94ee-49b3-4b76-a78e-90c63c04d7d4/BTNImmortalArmor.png",200,"Relic / Olympian Relic","Increases Strength, Agility and Intelligence by 100, Armor by 150 and Spell Power by 3000. Grants <span style='color: #c3dbff'>Vivid Regeneration</span>, Mana Regeneration by 25 Mana per second, and <span style='color: #c3dbff'>Auto-Life</span>.<br><br><span style='color: #c3dbff'>Auto-Life</span>—When slain, you will be revived with 75% of your Maximum Health and Maximum Mana after 7 seconds. Also, subsequent <span style='color: #c3dbff'>Auto-Life</span> effects cannot revive you for 5 minutes.<br><br><span style='color: #c3dbff'>Vivid Regeneration</span>—Grants Health Regeneration per second depending on <span style='color: #FEBA0E'>Maximum Health</span>:<br> • ≤ <span style='color: #FEBA0E'>24999</span>: Regenerate 2% Maximum Health.<br> • ≤ <span style='color: #FEBA0E'>49999</span>: Regenerate 1% Maximum Health.<br> • ≥ <span style='color: #FEBA0E'>50000</span>: Regenerate 0.5% Maximum Health.<br><br><span style='color: #1E90FF'>Olympian Relic</span>","Cannot be used by Warrior classes","Master Metalsmith Heletes"
"<span style='color: #1E90FF'>Searing Flame of Prometheus</span>","https://ucarecdn.com/e3c39db6-ecf1-4ea5-bb3d-a33eb393aa64/BTNFlameOfPrometheus.png",200,"Relic / Olympian Relic","Increases Strength, Agility and Intelligence by 100, Attack Damage by 25% and Spell Power by 35%. Grants a 5% chance on auto-attack to call forth a meteor dealing 0.3 Spell Damage in an 250 AoE.<br><br><span style='color: #1E90FF'>Olympian Relic</span>","Cannot be used by Warrior classes","Master Metalsmith Heletes"
"<span style='color: #1E90FF'>Thundering Hammer of Zeus</span>","https://ucarecdn.com/a73b77bf-bf67-461f-90a3-f20d2a4e77af/BTNZeus.png",200,"Relic / Olympian Relic","Increases Strength and Agility by 150, and Intelligence by 5. Grants auto-attacks a 6.5% chance to <span style='color: #ff7700'>Break III</span> the target for 3.25 seconds reducing its Armor by 45.<br><br><span style='color: #c3dbff'>Command Aura II</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>30%</span> bonus damage to their attacks.<br><br><span style='color: #c3dbff'>Chain Lightning</span>—Auto-attacks have a <span style='color: #FEBA0E'>15%</span> chance to deal <span style='color: #FEBA0E'>4000</span> bonus magical damage, which then bounces to three other targets.<br><br><span style='color: #1E90FF'>Olympian Relic</span>",NA,"Master Metalsmith Heletes"
"<span style='color: #1E90FF'>Towering Shield of Athena</span>","https://ucarecdn.com/b5e98875-973a-40b2-948a-2f597c9c4c75/BTNToweringShieldofAthena.png",200,"Relic / Olympian Relic","Increases Strength by 300, Armor by 100 and Resist by 175. Grants <span style='color: #c3dbff'>Towering Defense</span>, <span style='color: #c3dbff'>Protection Aura</span> and <span style='color: #c3dbff'>Turn the Tide</span>.<br><br><span style='color: #c3dbff'>Towering Defense</span>—Grants a <span style='color: #FEBA0E'>30%</span> chance to block <span style='color: #FEBA0E'>50000</span> auto-attack damage.<br><br><span style='color: #c3dbff'>Protection Aura</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>100</span> bonus armor.<br><br><span style='color: #c3dbff'>Turn the Tide</span>—Fully restores allies' health and mana within <span style='color: #FEBA0E'>450</span> units.<br><span style='color: #c3dbff'>Cooldown</span>: 7 minutes<br><br><span style='color: #1E90FF'>Olympian Relic</span>",NA,"Master Metalsmith Heletes"
"<span style='color: #A1045A'>Book of Bleed</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Bleed.","Warlord Only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Blood Bath</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Blood Bath.","Barbarian Only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Curse</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Curse.","Warlock only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Dies Irae</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Dies Irae.","Khaos Champion Only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Freezing Field</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Freezing Field.","Magician only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Hestia's Touch</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Hestia's Touch.","Temple Guardian Only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Maelstrom</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Maelstrom.","Druid only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Nature's Bulwark</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Nature's Bulwark.","Guardian of Nature only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Phalanx</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Phalanx.","Spartan Warrior only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Rebirth</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Rebirth.","Cleric only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Shadowstrike</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Shadowstrike.","Assassin only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Book of Star Dust</span>","https://ucarecdn.com/cdb0c7ce-2204-42bc-9f02-d6eddc9f0a18/BTNNecromancerMaster.png",10,"Regalia","Teaches the skill Star Dust.","Ranger Only","Atlas; Thea; Uranus"
"<span style='color: #A1045A'>Battleforge Regalia I</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",30,"Regalia","Increases Strength by 25, Agility by 10, Attack Damage by 15, and Armor by 10.<br><br><span style='color: #c3dbff'>Evasion I</span>—Gives a <span style='color: #FEBA0E'>5%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia I</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",30,"Regalia","Increases Agility by 30, Strength by 5, Health by 150, and Attack Damage by 30. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.6</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia I</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",30,"Regalia","Increases Strength by 20, Intelligence by 15, Mana by 75, Armor and Resist by 5, and Spell Power by 75.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia I</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",30,"Regalia","Increases Agility by 25, Intelligence by 10, Mana by 75, Spell Power by 75, and Attack Damage by 25.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia I</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",30,"Regalia","Increases Strength by 25, Agility by 10, Health by 150, Mana by 15, Armor by 10, and Resist by 15.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia I</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",30,"Regalia","Increases Intelligence by 30, Strength by 5, Spell Damage by 50, and Spell Healing by 150. Grants <span style='color: #c3dbff'>Mana Regeneration I</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration I</span>—Gain 10% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia I</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",30,"Regalia","Increases Agility by 30, Strength by 5, Mana Regeneration by 1 Mana per second, and Attack Damage by 30. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia I</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",30,"Regalia","Increases Intelligence by 35, Health by 50, Mana by 100, and Spell Damage by 125. Grants <span style='color: #c3dbff'>Mana Regeneration I</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration I</span>—Gain 10% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Shadows Regalia I</span>","https://ucarecdn.com/dabf7353-efcc-46e7-bb2d-43c3caba6829/BTNCloakOfFlames.png",30,"Regalia","Increases Intelligence by 35, Health Regeneration by 1 Health per second, and Spell Damage by 125.<br><br><span style='color: #c3dbff'>Shadows Set</span>—While <span style='color: #c3dbff'>Twisted Font</span> is active, your <span style='color: #7EBFF1'>Spell Damage</span> also increases by <span style='color: #FEBA0E'>50%</span>.","Warlock only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Stone Regalia I</span>","https://ucarecdn.com/395c4de3-320a-43a7-9032-9a4ea5a658e1/BTNGuardianofNature_Regalia.png",30,"Regalia","Increases Strength by 15, Intelligence by 5, Health and Mana by 150, Armor by 5, Resist by 25, and Spell Damage by 50.<br><br><span style='color: #c3dbff'>Stone Set</span>—Grants Tremor a <span style='color: #feba0e'>37.5%</span> chance to restore an adaptive <span style='color: #32cd32'>1.5 Strength</span> or <span style='color: #7ebff1'>0.5 Spell Damage</span> Health.","Guardian of Nature only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Veteran's Regalia I</span>","https://ucarecdn.com/31b38b2c-e511-4dc5-8452-022c2c144b0c/BTNSpartanWarrior_Regalia.png",30,"Regalia","Increases Strength by 15, Intelligence by 5, Health and Mana by 150, Spell Power by 50, and Armor by 10.<br><br><span style='color: #c3dbff'>Veteran's Set</span>—<span style='color: #c3dbff'>Phalanx</span> instead grants <span style='color: #FEBA0E'>30%</span> Evasion and increases Resist by <span style='color: #FEBA0E'>85</span>, but reduces base movement speed by <span style='color: #FEBA0E'>30%</span>. Also raises <span style='color: #c3dbff'>Throw Javelin's</span> <span style='color: #32cd32'>Strength</span> ratio to <span style='color: #32cd32'>3.0</span> and on <span style='color: #c3dbff'>Dispatch's</span> <span style='color: #32cd32'>Strength</span> ratios to <span style='color: #32cd32'>3.0</span>","Spartan Warrior only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Wild Regalia I</span>","https://ucarecdn.com/a28c69b8-e92c-493b-bb02-50961bb92f38/BTNDruid_Regalia.png",30,"Regalia","Increases Intelligence by 30, Agility by 5, Health and Mana by 100, and Spell Power by 100.<br><br><span style='color: #c3dbff'>Wild Set</span>—Whenever you change form: You restore <span style='color: #32CD32'>0.5 Intelligence</span> mana.","Druid only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Battleforge Regalia II</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",45,"Regalia","Increases Strength by 30, Agility by 15, Attack Damage by 25, and Armor by 17.<br><br><span style='color: #c3dbff'>Evasion II</span>—Gives a <span style='color: #FEBA0E'>10%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia II</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",45,"Regalia","Increases Agility by 35, Strength by 10, Health by 285, and Attack Damage by 57. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.59</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia II</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",45,"Regalia","Increases Strength by 25, Intelligence by 20, Mana by 150, Armor and Resist by 8, and Spell Power by 150.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia II</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",45,"Regalia","Increases Agility by 30, Intelligence by 15, Mana by 150, Spell Power by 150, and Attack Damage by 40.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia II</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",45,"Regalia","Increases Strength by 30, Agility by 15, Health by 435, Mana by 30, Armor by 15, and Resist by 21.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia II</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",45,"Regalia","Increases Intelligence by 35, Strength by 10, Spell Damage by 120, and Spell Healing by 360. Grants <span style='color: #c3dbff'>Mana Regeneration II</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration II</span>—Gain 15% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Night Regalia II</span>","https://ucarecdn.com/429ee35e-d9f3-4227-8773-5c71b057c86e/BTNAssassin_Regalia.png",45,"Regalia","Increases Agility by 35, Strength by 10, Mana Regeneration by 1.25 Mana per second, and Attack Damage by 57. Grants <span style='color: #c3dbff'>Bloodthirsty</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Night Set</span>—Physical damage dealt by <span style='color: #c3dbff'>Shiv</span>, <span style='color: #c3dbff'>Pirouette</span>, and <span style='color: #c3dbff'>Shadowstrike</span> ignores <span style='color: #FEBA0E'>5%</span> [<span style='color: #32CD32'>+(Strength / 35)%</span>] of the physical damage reduction granted by Armor.","Assassin only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Power Regalia II</span>","https://ucarecdn.com/fd91d285-3474-444a-a5f2-80c8578eaf4e/BTNMagician_Regalia.png",45,"Regalia","Increases Intelligence by 45, Health by 145, Mana by 240, and Spell Damage by 250. Grants <span style='color: #c3dbff'>Mana Regeneration II</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration II</span>—Gain 15% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Power Set</span>—Your Spell Damage is increased by <span style='color: #feba0e'>25%</span>.","Magician only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Shadows Regalia II</span>","https://ucarecdn.com/dabf7353-efcc-46e7-bb2d-43c3caba6829/BTNCloakOfFlames.png",45,"Regalia","Increases Intelligence by 45, Health Regeneration by 2.65 Health per second, and Spell Damage by 250.<br><br><span style='color: #c3dbff'>Shadows Set</span>—While <span style='color: #c3dbff'>Twisted Font</span> is active, your <span style='color: #7EBFF1'>Spell Damage</span> also increases by <span style='color: #FEBA0E'>50%</span>.","Warlock only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Stone Regalia II</span>","https://ucarecdn.com/395c4de3-320a-43a7-9032-9a4ea5a658e1/BTNGuardianofNature_Regalia.png",45,"Regalia","Increases Strength by 20, Intelligence by 10, Health and Mana by 285, Armor by 8, Resist by 35, and Spell Damage by 100.<br><br><span style='color: #c3dbff'>Stone Set</span>—Grants Tremor a <span style='color: #feba0e'>37.5%</span> chance to restore an adaptive <span style='color: #32cd32'>1.5 Strength</span> or <span style='color: #7ebff1'>0.5 Spell Damage</span> Health.","Guardian of Nature only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Veteran's Regalia II</span>","https://ucarecdn.com/31b38b2c-e511-4dc5-8452-022c2c144b0c/BTNSpartanWarrior_Regalia.png",45,"Regalia","Increases Strength by 20, Intelligence by 10, Health and Mana by 285, Spell Power by 85, and Armor by 15.<br><br><span style='color: #c3dbff'>Veteran's Set</span>—<span style='color: #c3dbff'>Phalanx</span> instead grants <span style='color: #FEBA0E'>30%</span> Evasion and increases Resist by <span style='color: #FEBA0E'>85</span>, but reduces base movement speed by <span style='color: #FEBA0E'>30%</span>. Also raises <span style='color: #c3dbff'>Throw Javelin's</span> <span style='color: #32cd32'>Strength</span> ratio to <span style='color: #32cd32'>3.0</span> and on <span style='color: #c3dbff'>Dispatch's</span> <span style='color: #32cd32'>Strength</span> ratios to <span style='color: #32cd32'>3.0</span>","Spartan Warrior only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Wild Regalia II</span>","https://ucarecdn.com/a28c69b8-e92c-493b-bb02-50961bb92f38/BTNDruid_Regalia.png",45,"Regalia","Increases Intelligence by 35, Agility by 10, Health and Mana by 200, and Spell Power by 200.<br><br><span style='color: #c3dbff'>Wild Set</span>—Whenever you change form: You restore <span style='color: #32CD32'>0.5 Intelligence</span> mana.","Druid only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Battleforge Regalia III</span>","https://ucarecdn.com/d66f181a-a34c-4b6b-a754-04b4af1025f5/BTNBarbarian_Regalia.png",60,"Regalia","Increases Strength by 35, Agility by 20, Attack Damage by 35, and Armor by 24.<br><br><span style='color: #c3dbff'>Evasion II</span>—Gives a <span style='color: #FEBA0E'>10%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Battleforge Set</span>—Auto-Attacks have a <span style='color: #FEBA0E'>7%</span> chance to raise your Armor by <span style='color: #FEBA0E'>125</span> for <span style='color: #FEBA0E'>10</span> seconds.","Barbarian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Deathbringer Regalia III</span>","https://ucarecdn.com/61111103-0e47-41ef-9e65-005a389dc17d/BTNWarlord_Regalia.png",60,"Regalia","Increases Agility by 40, Strength by 15, Health by 420, and Attack Damage by 84. Grants <span style='color: #c3dbff'>Bloodthirsty</span> and <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Bloodthirsty</span>—Dealing fatal damage to an enemy increases auto-attack damage by <span style='color: #FEBA0E'>10%</span> for the next <span style='color: #FEBA0E'>8</span> seconds.<br><br><span style='color: #c3dbff'>Critical Strike</span>—Grants a <span style='color: #FEBA0E'>10%</span> chance to inflict <span style='color: #FEBA0E'>2.5x</span> auto-attack damage. This ability stacks with similar effects.<br><br><span style='color: #c3dbff'>Deathbringer Set</span>—Decreases base attack speed cooldown to <span style='color: #FEBA0E'>1.58</span> from 1.65.","Warlord Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Divine Regalia III</span>","https://ucarecdn.com/603cad4e-83ce-4831-a730-bfc7320285a3/BTNTempleGuardian_Regalia.png",60,"Regalia","Increases Strength by 30, Intelligence by 25, Mana by 225, Armor and Resist by 11, and Spell Power by 225.<br><br><span style='color: #c3dbff'>Divine Set</span>—Grants Attacks a <span style='color: #FEBA0E'>10%</span> chance to create a narrow wall of fire that damages enemies for <span style='color: #32cd32'>2.0 Strength</span> +<span style='color: #7ebff1'> 0.5 Spell Damage</span>.","Temple Guardian Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Ironwood Regalia III</span>","https://ucarecdn.com/62e3057d-2696-4926-b26f-89072e4d3176/BTNRanger_Regalia.png",60,"Regalia","Increases Agility by 35, Intelligence by 20, Mana by 225, Spell Power by 225, and Attack Damage by 55.<br><br><span style='color: #c3dbff'>Ironwood Set</span>—Gives allies within <span style='color: #FEBA0E'>450</span> units <span style='color: #FEBA0E'>20%</span> bonus damage to their ranged attacks.","Ranger Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Khaos Regalia III</span>","https://ucarecdn.com/dbb66e6d-4843-47cd-a70a-2f46a82a72e1/BTNKhaosChampion_Regalia.png",60,"Regalia","Increases Strength by 35, Agility by 20, Health by 720, Mana by 45, Armor by 20, and Resist by 27.<br><br><span style='color: #c3dbff'>Khaos Set</span>—Whenever you auto-attack, restore <span style='color: #FEBA0E'>0.2</span> (<span style='color: #7EBFF1'>Armor</span> + <span style='color: #7EBFF1'>Resist</span>) health.","Khaos Champion Only","Master Metalsmith Heletes"
"<span style='color: #A1045A'>Light Regalia III</span>","https://ucarecdn.com/fc9d1062-d0f9-4a99-a076-fec52446a436/BTNCleric_Regalia.png",60,"Regalia","Increases Intelligence by 40, Strength by 15, Spell Damage by 190, and Spell Healing by 570. Grants <span style='color: #c3dbff'>Mana Regeneration III</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration III</span>—Gain 20% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Light Set</span>—Activating <span style='color: #c3dbff'>Transcendence</span> reduces your other spells' cooldowns by 10 seconds.","Cleric only","Master Metalsmith Heletes"
